   2.0808   ,1.8422
   2.0708   ,1.8378
   2.0610   ,1.8335
   2.0515   ,1.8292
   2.0421   ,1.8250
   2.0329   ,1.8208
   2.0239   ,1.8167
   2.0150   ,1.8127
   2.0064   ,1.8087
   1.9979   ,1.8048
   1.9896   ,1.8009
   1.9814   ,1.7971
   1.9734   ,1.7934
   1.9655   ,1.7897
   1.9578   ,1.7861
   1.9503   ,1.7825
   1.9428   ,1.7789
   1.9355   ,1.7755
   1.9284   ,1.7720
   1.9214   ,1.7687
   1.9145   ,1.7654
   1.9077   ,1.7621
   1.9010   ,1.7589
   1.8945   ,1.7557
   1.8880   ,1.7526
   1.8817   ,1.7495
   1.8755   ,1.7464
   1.8694   ,1.7434
   1.8634   ,1.7405
   1.8575   ,1.7376
   1.8516   ,1.7347
   1.8459   ,1.7319
   1.8403   ,1.7291
   1.8348   ,1.7264
   1.8293   ,1.7237
   1.8239   ,1.7210
   1.8187   ,1.7184
   1.8135   ,1.7158
   1.8083   ,1.7132
   1.8033   ,1.7107
   1.7983   ,1.7082
   1.7934   ,1.7058
   1.7886   ,1.7034
   1.7839   ,1.7010
   1.7792   ,1.6987
   1.7746   ,1.6964
   1.7700   ,1.6942
   1.7656   ,1.6920
   1.7611   ,1.6898
   1.7568   ,1.6876
   1.7525   ,1.6855
   1.7483   ,1.6834
   1.7441   ,1.6813
   1.7400   ,1.6793
   1.7359   ,1.6773
   1.7319   ,1.6753
   1.7279   ,1.6733
   1.7240   ,1.6713
   1.7202   ,1.6694
   1.7164   ,1.6675
   1.7126   ,1.6657
   1.7089   ,1.6638
   1.7052   ,1.6620
   1.7016   ,1.6602
   1.6980   ,1.6584
   1.6945   ,1.6566
   1.6910   ,1.6548
   1.6876   ,1.6531
   1.6842   ,1.6514
   1.6808   ,1.6497
   1.6775   ,1.6481
   1.6742   ,1.6464
   1.6710   ,1.6448
   1.6678   ,1.6431
   1.6646   ,1.6416
   1.6615   ,1.6400
   1.6584   ,1.6384
   1.6553   ,1.6369
   1.6523   ,1.6353
   1.6493   ,1.6338
   1.6463   ,1.6323
   1.6434   ,1.6308
   1.6405   ,1.6294
   1.6376   ,1.6279
   1.6348   ,1.6265
   1.6319   ,1.6250
   1.6292   ,1.6236
   1.6264   ,1.6222
   1.6237   ,1.6209
   1.6210   ,1.6195
   1.6183   ,1.6181
   1.6157   ,1.6168
   1.6130   ,1.6155
   1.6104   ,1.6141
   1.6079   ,1.6128
   1.6053   ,1.6116
   1.6028   ,1.6103
   1.6003   ,1.6090
   1.5979   ,1.6077
   1.5954   ,1.6065
   1.5930   ,1.6053
   1.5906   ,1.6040
   1.5882   ,1.6028
   1.5858   ,1.6016
   1.5835   ,1.6004
   1.5812   ,1.5993
   1.5789   ,1.5981
   1.5766   ,1.5969
   1.5743   ,1.5958
   1.5721   ,1.5946
   1.5699   ,1.5935
   1.5677   ,1.5924
   1.5655   ,1.5912
   1.5633   ,1.5901
   1.5612   ,1.5890
   1.5590   ,1.5879
   1.5569   ,1.5869
   1.5548   ,1.5858
   1.5528   ,1.5847
   1.5507   ,1.5837
   1.5486   ,1.5826
   1.5466   ,1.5816
   1.5446   ,1.5805
   1.5426   ,1.5795
   1.5406   ,1.5785
   1.5387   ,1.5775
   1.5367   ,1.5765
   1.5348   ,1.5755
   1.5328   ,1.5745
   1.5309   ,1.5735
   1.5290   ,1.5725
   1.5271   ,1.5715
   1.5253   ,1.5706
   1.5234   ,1.5696
   1.5216   ,1.5686
   1.5198   ,1.5677
   1.5179   ,1.5668
   1.5161   ,1.5658
   1.5143   ,1.5649
   1.5126   ,1.5640
   1.5108   ,1.5630
   1.5090   ,1.5621
   1.5073   ,1.5612
   1.5056   ,1.5603
   1.5038   ,1.5594
   1.5021   ,1.5585
   1.5004   ,1.5576
   1.4987   ,1.5567
   1.4971   ,1.5559
   1.4954   ,1.5550
   1.4937   ,1.5541
   1.4921   ,1.5532
   1.4905   ,1.5524
   1.4888   ,1.5515
   1.4872   ,1.5507
   1.4856   ,1.5498
   1.4840   ,1.5490
   1.4824   ,1.5482
   1.4809   ,1.5473
   1.4793   ,1.5465
   1.4777   ,1.5457
   1.4762   ,1.5448
   1.4747   ,1.5440
   1.4731   ,1.5432
   1.4716   ,1.5424
   1.4701   ,1.5416
   1.4686   ,1.5408
   1.4671   ,1.5400
   1.4656   ,1.5392
   1.4641   ,1.5384
   1.4627   ,1.5376
   1.4612   ,1.5368
   1.4598   ,1.5361
   1.4583   ,1.5353
   1.4569   ,1.5345
   1.4555   ,1.5338
   1.4540   ,1.5330
   1.4526   ,1.5322
   1.4512   ,1.5315
   1.4498   ,1.5307
   1.4484   ,1.5300
   1.4470   ,1.5292
   1.4457   ,1.5285
   1.4443   ,1.5277
   1.4429   ,1.5270
   1.4416   ,1.5263
   1.4402   ,1.5255
   1.4389   ,1.5248
   1.4376   ,1.5241
   1.4362   ,1.5234
   1.4349   ,1.5226
   1.4336   ,1.5219
   1.4323   ,1.5212
   1.4310   ,1.5205
   1.4297   ,1.5198
   1.4284   ,1.5191
   1.4271   ,1.5184
   1.4259   ,1.5177
   1.4246   ,1.5170
   1.4233   ,1.5163
   1.4221   ,1.5156
   1.4208   ,1.5149
   1.4196   ,1.5142
   1.4183   ,1.5136
   1.4171   ,1.5129
   1.4159   ,1.5122
   1.4147   ,1.5115
   1.4134   ,1.5109
   1.4122   ,1.5102
   1.4110   ,1.5095
   1.4098   ,1.5089
   1.4086   ,1.5082
   1.4075   ,1.5075
   1.4063   ,1.5069
   1.4051   ,1.5062
   1.4039   ,1.5056
   1.4028   ,1.5049
   1.4016   ,1.5043
   1.4005   ,1.5036
   1.3993   ,1.5030
   1.3982   ,1.5024
   1.3970   ,1.5017
   1.3959   ,1.5011
   1.3948   ,1.5005
   1.3936   ,1.4998
   1.3925   ,1.4992
   1.3914   ,1.4986
   1.3903   ,1.4980
   1.3892   ,1.4973
   1.3881   ,1.4967
   1.3870   ,1.4961
   1.3859   ,1.4955
   1.3848   ,1.4949
   1.3837   ,1.4943
   1.3827   ,1.4937
   1.3816   ,1.4931
   1.3805   ,1.4925
   1.3795   ,1.4919
   1.3784   ,1.4913
   1.3773   ,1.4907
   1.3763   ,1.4901
   1.3753   ,1.4895
   1.3742   ,1.4889
   1.3732   ,1.4883
   1.3721   ,1.4877
   1.3711   ,1.4872
   1.3701   ,1.4866
   1.3691   ,1.4860
   1.3681   ,1.4854
   1.3671   ,1.4848
   1.3660   ,1.4843
   1.3650   ,1.4837
   1.3640   ,1.4831
   1.3631   ,1.4826
   1.3621   ,1.4820
   1.3611   ,1.4814
   1.3601   ,1.4809
   1.3591   ,1.4803
   1.3581   ,1.4798
   1.3572   ,1.4792
   1.3562   ,1.4787
   1.3552   ,1.4781
   1.3543   ,1.4776
   1.3533   ,1.4770
   1.3524   ,1.4765
   1.3514   ,1.4759
   1.3505   ,1.4754
   1.3495   ,1.4748
   1.3486   ,1.4743
   1.3477   ,1.4738
   1.3467   ,1.4732
   1.3458   ,1.4727
   1.3449   ,1.4722
   1.3440   ,1.4716
   1.3431   ,1.4711
   1.3422   ,1.4706
   1.3412   ,1.4701
   1.3403   ,1.4695
   1.3394   ,1.4690
   1.3385   ,1.4685
   1.3377   ,1.4680
   1.3368   ,1.4675
   1.3359   ,1.4670
   1.3350   ,1.4664
   1.3341   ,1.4659
   1.3332   ,1.4654
   1.3324   ,1.4649
   1.3315   ,1.4644
   1.3306   ,1.4639
   1.3298   ,1.4634
   1.3289   ,1.4629
   1.3280   ,1.4624
   1.3272   ,1.4619
   1.3263   ,1.4614
   1.3255   ,1.4609
   1.3246   ,1.4604
   1.3238   ,1.4599
   1.3230   ,1.4594
   1.3221   ,1.4590
   1.3213   ,1.4585
   1.3205   ,1.4580
   1.3196   ,1.4575
   1.3188   ,1.4570
   1.3180   ,1.4565
   1.3172   ,1.4561
   1.3164   ,1.4556
   1.3155   ,1.4551
   1.3147   ,1.4546
   1.3139   ,1.4542
   1.3131   ,1.4537
   1.3123   ,1.4532
   1.3115   ,1.4528
   1.3107   ,1.4523
   1.3099   ,1.4518
   1.3092   ,1.4514
   1.3084   ,1.4509
   1.3076   ,1.4505
   1.3068   ,1.4500
   1.3060   ,1.4496
   1.3053   ,1.4491
   1.3045   ,1.4487
   1.3037   ,1.4482
   1.3029   ,1.4477
   1.3022   ,1.4473
   1.3014   ,1.4469
   1.3007   ,1.4464
   1.2999   ,1.4460
   1.2991   ,1.4455
   1.2984   ,1.4451
   1.2976   ,1.4446
   1.2969   ,1.4442
   1.2962   ,1.4438
   1.2954   ,1.4433
   1.2947   ,1.4429
   1.2939   ,1.4425
   1.2932   ,1.4420
   1.2925   ,1.4416
   1.2918   ,1.4412
   1.2910   ,1.4407
   1.2903   ,1.4403
   1.2896   ,1.4399
   1.2889   ,1.4395
   1.2882   ,1.4390
   1.2874   ,1.4386
   1.2867   ,1.4382
   1.2860   ,1.4378
   1.2853   ,1.4374
   1.2846   ,1.4369
   1.2839   ,1.4365
   1.2832   ,1.4361
   1.2825   ,1.4357
   1.2818   ,1.4353
   1.2811   ,1.4349
   1.2804   ,1.4345
   1.2798   ,1.4341
   1.2791   ,1.4336
   1.2784   ,1.4332
   1.2777   ,1.4328
   1.2770   ,1.4324
   1.2764   ,1.4320
   1.2757   ,1.4316
   1.2750   ,1.4312
   1.2743   ,1.4308
   1.2737   ,1.4304
   1.2730   ,1.4300
   1.2723   ,1.4296
   1.2717   ,1.4292
   1.2710   ,1.4288
   1.2704   ,1.4284
   1.2697   ,1.4281
   1.2691   ,1.4277
   1.2684   ,1.4273
   1.2678   ,1.4269
   1.2671   ,1.4265
   1.2665   ,1.4261
   1.2658   ,1.4257
   1.2652   ,1.4253
   1.2646   ,1.4250
   1.2639   ,1.4246
   1.2633   ,1.4242
   1.2627   ,1.4238
   1.2620   ,1.4234
   1.2614   ,1.4231
   1.2608   ,1.4227
   1.2602   ,1.4223
   1.2595   ,1.4219
   1.2589   ,1.4216
   1.2583   ,1.4212
   1.2577   ,1.4208
   1.2571   ,1.4204
   1.2565   ,1.4201
   1.2558   ,1.4197
   1.2552   ,1.4193
   1.2546   ,1.4190
   1.2540   ,1.4186
   1.2534   ,1.4182
   1.2528   ,1.4179
   1.2522   ,1.4175
   1.2516   ,1.4171
   1.2510   ,1.4168
   1.2504   ,1.4164
   1.2499   ,1.4161
   1.2493   ,1.4157
   1.2487   ,1.4154
   1.2481   ,1.4150
   1.2475   ,1.4146
   1.2469   ,1.4143
   1.2464   ,1.4139
   1.2458   ,1.4136
   1.2452   ,1.4132
   1.2446   ,1.4129
   1.2441   ,1.4125
   1.2435   ,1.4122
   1.2429   ,1.4118
   1.2423   ,1.4115
   1.2418   ,1.4111
   1.2412   ,1.4108
   1.2407   ,1.4105
   1.2401   ,1.4101
   1.2395   ,1.4098
   1.2390   ,1.4094
   1.2384   ,1.4091
   1.2379   ,1.4087
   1.2373   ,1.4084
   1.2368   ,1.4081
   1.2362   ,1.4077
   1.2357   ,1.4074
   1.2351   ,1.4071
   1.2346   ,1.4067
   1.2340   ,1.4064
   1.2335   ,1.4061
   1.2330   ,1.4057
   1.2324   ,1.4054
   1.2319   ,1.4051
   1.2314   ,1.4047
   1.2308   ,1.4044
   1.2303   ,1.4041
   1.2298   ,1.4037
   1.2292   ,1.4034
   1.2287   ,1.4031
   1.2282   ,1.4028
   1.2277   ,1.4024
   1.2271   ,1.4021
   1.2266   ,1.4018
   1.2261   ,1.4015
   1.2256   ,1.4012
   1.2251   ,1.4008
   1.2246   ,1.4005
   1.2240   ,1.4002
   1.2235   ,1.3999
   1.2230   ,1.3996
   1.2225   ,1.3993
   1.2220   ,1.3989
   1.2215   ,1.3986
   1.2210   ,1.3983
   1.2205   ,1.3980
   1.2200   ,1.3977
   1.2195   ,1.3974
   1.2190   ,1.3971
   1.2185   ,1.3968
   1.2180   ,1.3965
   1.2175   ,1.3961
   1.2170   ,1.3958
   1.2165   ,1.3955
   1.2160   ,1.3952
   1.2156   ,1.3949
   1.2151   ,1.3946
   1.2146   ,1.3943
   1.2141   ,1.3940
   1.2136   ,1.3937
   1.2131   ,1.3934
   1.2127   ,1.3931
   1.2122   ,1.3928
   1.2117   ,1.3925
   1.2112   ,1.3922
   1.2107   ,1.3919
   1.2103   ,1.3916
   1.2098   ,1.3913
   1.2093   ,1.3910
   1.2089   ,1.3907
   1.2084   ,1.3904
   1.2079   ,1.3901
   1.2075   ,1.3898
   1.2070   ,1.3896
   1.2065   ,1.3893
   1.2061   ,1.3890
   1.2056   ,1.3887
   1.2052   ,1.3884
   1.2047   ,1.3881
   1.2042   ,1.3878
   1.2038   ,1.3875
   1.2033   ,1.3872
   1.2029   ,1.3870
   1.2024   ,1.3867
   1.2020   ,1.3864
   1.2015   ,1.3861
   1.2011   ,1.3858
   1.2006   ,1.3855
   1.2002   ,1.3853
   1.1998   ,1.3850
   1.1993   ,1.3847
   1.1989   ,1.3844
   1.1984   ,1.3841
   1.1980   ,1.3839
   1.1975   ,1.3836
   1.1971   ,1.3833
   1.1967   ,1.3830
   1.1962   ,1.3828
   1.1958   ,1.3825
   1.1954   ,1.3822
   1.1949   ,1.3819
   1.1945   ,1.3817
   1.1941   ,1.3814
   1.1937   ,1.3811
   1.1932   ,1.3809
   1.1928   ,1.3806
   1.1924   ,1.3803
   1.1920   ,1.3800
   1.1915   ,1.3798
   1.1911   ,1.3795
   1.1907   ,1.3792
   1.1903   ,1.3790
   1.1899   ,1.3787
   1.1894   ,1.3784
   1.1890   ,1.3782
   1.1886   ,1.3779
   1.1882   ,1.3777
   1.1878   ,1.3774
   1.1874   ,1.3771
   1.1870   ,1.3769
   1.1866   ,1.3766
   1.1862   ,1.3764
   1.1858   ,1.3761
   1.1853   ,1.3758
   1.1849   ,1.3756
   1.1845   ,1.3753
   1.1841   ,1.3751
   1.1837   ,1.3748
   1.1833   ,1.3745
   1.1829   ,1.3743
   1.1825   ,1.3740
   1.1821   ,1.3738
   1.1817   ,1.3735
   1.1814   ,1.3733
   1.1810   ,1.3730
   1.1806   ,1.3728
   1.1802   ,1.3725
   1.1798   ,1.3723
   1.1794   ,1.3720
   1.1790   ,1.3718
   1.1786   ,1.3715
   1.1782   ,1.3713
   1.1778   ,1.3710
   1.1775   ,1.3708
   1.1771   ,1.3705
   1.1767   ,1.3703
   1.1763   ,1.3700
   1.1759   ,1.3698
   1.1755   ,1.3696
   1.1752   ,1.3693
   1.1748   ,1.3691
   1.1744   ,1.3688
   1.1740   ,1.3686
   1.1737   ,1.3683
   1.1733   ,1.3681
   1.1729   ,1.3679
   1.1725   ,1.3676
   1.1722   ,1.3674
   1.1718   ,1.3671
   1.1714   ,1.3669
   1.1711   ,1.3667
   1.1707   ,1.3664
   1.1703   ,1.3662
   1.1700   ,1.3660
   1.1696   ,1.3657
   1.1692   ,1.3655
   1.1689   ,1.3653
   1.1685   ,1.3650
   1.1681   ,1.3648
   1.1678   ,1.3646
   1.1674   ,1.3643
   1.1671   ,1.3641
   1.1667   ,1.3639
   1.1663   ,1.3636
   1.1660   ,1.3634
   1.1656   ,1.3632
   1.1653   ,1.3629
   1.1649   ,1.3627
   1.1646   ,1.3625
   1.1642   ,1.3623
   1.1639   ,1.3620
   1.1635   ,1.3618
   1.1632   ,1.3616
   1.1628   ,1.3614
   1.1625   ,1.3611
   1.1621   ,1.3609
   1.1618   ,1.3607
   1.1614   ,1.3605
   1.1611   ,1.3602
   1.1607   ,1.3600
   1.1604   ,1.3598
   1.1601   ,1.3596
   1.1597   ,1.3593
   1.1594   ,1.3591
   1.1590   ,1.3589
   1.1587   ,1.3587
   1.1584   ,1.3585
   1.1580   ,1.3583
   1.1577   ,1.3580
   1.1573   ,1.3578
   1.1570   ,1.3576
   1.1567   ,1.3574
   1.1563   ,1.3572
   1.1560   ,1.3570
   1.1557   ,1.3567
   1.1554   ,1.3565
   1.1550   ,1.3563
   1.1547   ,1.3561
   1.1544   ,1.3559
   1.1540   ,1.3557
   1.1537   ,1.3555
   1.1534   ,1.3552
   1.1531   ,1.3550
   1.1527   ,1.3548
   1.1524   ,1.3546
   1.1521   ,1.3544
   1.1518   ,1.3542
   1.1514   ,1.3540
   1.1511   ,1.3538
   1.1508   ,1.3536
   1.1505   ,1.3534
   1.1502   ,1.3532
   1.1498   ,1.3530
   1.1495   ,1.3527
   1.1492   ,1.3525
   1.1489   ,1.3523
   1.1486   ,1.3521
   1.1483   ,1.3519
   1.1480   ,1.3517
   1.1476   ,1.3515
   1.1473   ,1.3513
   1.1470   ,1.3511
   1.1467   ,1.3509
   1.1464   ,1.3507
   1.1461   ,1.3505
   1.1458   ,1.3503
   1.1455   ,1.3501
   1.1452   ,1.3499
   1.1449   ,1.3497
   1.1446   ,1.3495
   1.1442   ,1.3493
   1.1439   ,1.3491
   1.1436   ,1.3489
   1.1433   ,1.3487
   1.1430   ,1.3485
   1.1427   ,1.3483
   1.1424   ,1.3481
   1.1421   ,1.3479
   1.1418   ,1.3478
   1.1415   ,1.3476
   1.1412   ,1.3474
   1.1409   ,1.3472
   1.1406   ,1.3470
   1.1403   ,1.3468
   1.1400   ,1.3466
   1.1398   ,1.3464
   1.1395   ,1.3462
   1.1392   ,1.3460
   1.1389   ,1.3458
   1.1386   ,1.3456
   1.1383   ,1.3455
   1.1380   ,1.3453
   1.1377   ,1.3451
   1.1374   ,1.3449
   1.1371   ,1.3447
   1.1368   ,1.3445
   1.1366   ,1.3443
   1.1363   ,1.3441
   1.1360   ,1.3440
   1.1357   ,1.3438
   1.1354   ,1.3436
   1.1351   ,1.3434
   1.1348   ,1.3432
   1.1346   ,1.3430
   1.1343   ,1.3428
   1.1340   ,1.3427
   1.1337   ,1.3425
   1.1334   ,1.3423
   1.1331   ,1.3421
   1.1329   ,1.3419
   1.1326   ,1.3418
   1.1323   ,1.3416
   1.1320   ,1.3414
   1.1318   ,1.3412
   1.1315   ,1.3410
   1.1312   ,1.3409
   1.1309   ,1.3407
   1.1307   ,1.3405
   1.1304   ,1.3403
   1.1301   ,1.3401
   1.1298   ,1.3400
   1.1296   ,1.3398
   1.1293   ,1.3396
   1.1290   ,1.3394
   1.1287   ,1.3393
   1.1285   ,1.3391
   1.1282   ,1.3389
   1.1279   ,1.3387
   1.1277   ,1.3386
   1.1274   ,1.3384
   1.1271   ,1.3382
   1.1269   ,1.3381
   1.1266   ,1.3379
   1.1263   ,1.3377
   1.1261   ,1.3375
   1.1258   ,1.3374
   1.1255   ,1.3372
   1.1253   ,1.3370
   1.1250   ,1.3369
   1.1248   ,1.3367
   1.1245   ,1.3365
   1.1242   ,1.3363
   1.1240   ,1.3362
   1.1237   ,1.3360
   1.1235   ,1.3358
   1.1232   ,1.3357
   1.1229   ,1.3355
   1.1227   ,1.3353
   1.1224   ,1.3352
   1.1222   ,1.3350
   1.1219   ,1.3349
   1.1217   ,1.3347
   1.1214   ,1.3345
   1.1211   ,1.3344
   1.1209   ,1.3342
   1.1206   ,1.3340
   1.1204   ,1.3339
   1.1201   ,1.3337
   1.1199   ,1.3335
   1.1196   ,1.3334
   1.1194   ,1.3332
   1.1191   ,1.3331
   1.1189   ,1.3329
   1.1186   ,1.3327
   1.1184   ,1.3326
   1.1181   ,1.3324
   1.1179   ,1.3323
   1.1176   ,1.3321
   1.1174   ,1.3319
   1.1172   ,1.3318
   1.1169   ,1.3316
   1.1167   ,1.3315
   1.1164   ,1.3313
   1.1162   ,1.3312
   1.1159   ,1.3310
   1.1157   ,1.3309
   1.1154   ,1.3307
   1.1152   ,1.3305
   1.1150   ,1.3304
   1.1147   ,1.3302
   1.1145   ,1.3301
   1.1142   ,1.3299
   1.1140   ,1.3298
   1.1138   ,1.3296
   1.1135   ,1.3295
   1.1133   ,1.3293
   1.1131   ,1.3292
   1.1128   ,1.3290
   1.1126   ,1.3289
   1.1123   ,1.3287
   1.1121   ,1.3286
   1.1119   ,1.3284
   1.1116   ,1.3283
   1.1114   ,1.3281
   1.1112   ,1.3280
   1.1109   ,1.3278
   1.1107   ,1.3277
   1.1105   ,1.3275
   1.1102   ,1.3274
   1.1100   ,1.3272
   1.1098   ,1.3271
   1.1095   ,1.3269
   1.1093   ,1.3268
   1.1091   ,1.3266
   1.1089   ,1.3265
   1.1086   ,1.3264
   1.1084   ,1.3262
   1.1082   ,1.3261
   1.1080   ,1.3259
   1.1077   ,1.3258
   1.1075   ,1.3256
   1.1073   ,1.3255
   1.1070   ,1.3254
   1.1068   ,1.3252
   1.1066   ,1.3251
   1.1064   ,1.3249
   1.1062   ,1.3248
   1.1059   ,1.3247
   1.1057   ,1.3245
   1.1055   ,1.3244
   1.1053   ,1.3242
   1.1050   ,1.3241
   1.1048   ,1.3240
   1.1046   ,1.3238
   1.1044   ,1.3237
   1.1042   ,1.3235
   1.1039   ,1.3234
   1.1037   ,1.3233
   1.1035   ,1.3231
   1.1033   ,1.3230
   1.1031   ,1.3229
   1.1029   ,1.3227
   1.1026   ,1.3226
   1.1024   ,1.3225
   1.1022   ,1.3223
   1.1020   ,1.3222
   1.1018   ,1.3221
   1.1016   ,1.3219
   1.1014   ,1.3218
   1.1011   ,1.3217
   1.1009   ,1.3215
   1.1007   ,1.3214
   1.1005   ,1.3213
   1.1003   ,1.3211
   1.1001   ,1.3210
   1.0999   ,1.3209
   1.0997   ,1.3207
   1.0995   ,1.3206
   1.0992   ,1.3205
   1.0990   ,1.3203
   1.0988   ,1.3202
   1.0986   ,1.3201
   1.0984   ,1.3200
   1.0982   ,1.3198
   1.0980   ,1.3197
   1.0978   ,1.3196
   1.0976   ,1.3194
   1.0974   ,1.3193
   1.0972   ,1.3192
   1.0970   ,1.3191
   1.0968   ,1.3189
   1.0966   ,1.3188
   1.0964   ,1.3187
   1.0962   ,1.3186
   1.0959   ,1.3184
   1.0957   ,1.3183
   1.0955   ,1.3182
   1.0953   ,1.3181
   1.0951   ,1.3179
   1.0949   ,1.3178
   1.0947   ,1.3177
   1.0945   ,1.3176
   1.0943   ,1.3175
   1.0941   ,1.3173
   1.0939   ,1.3172
   1.0937   ,1.3171
   1.0935   ,1.3170
   1.0933   ,1.3168
   1.0931   ,1.3167
   1.0930   ,1.3166
   1.0928   ,1.3165
   1.0926   ,1.3164
   1.0924   ,1.3162
   1.0922   ,1.3161
   1.0920   ,1.3160
   1.0918   ,1.3159
   1.0916   ,1.3158
   1.0914   ,1.3156
   1.0912   ,1.3155
   1.0910   ,1.3154
   1.0908   ,1.3153
   1.0906   ,1.3152
   1.0904   ,1.3151
   1.0902   ,1.3149
   1.0900   ,1.3148
   1.0899   ,1.3147
   1.0897   ,1.3146
   1.0895   ,1.3145
   1.0893   ,1.3144
   1.0891   ,1.3142
   1.0889   ,1.3141
   1.0887   ,1.3140
   1.0885   ,1.3139
   1.0883   ,1.3138
   1.0882   ,1.3137
   1.0880   ,1.3136
   1.0878   ,1.3134
   1.0876   ,1.3133
   1.0874   ,1.3132
   1.0872   ,1.3131
   1.0870   ,1.3130
   1.0868   ,1.3129
   1.0867   ,1.3128
   1.0865   ,1.3127
   1.0863   ,1.3126
   1.0861   ,1.3124
   1.0859   ,1.3123
   1.0857   ,1.3122
   1.0856   ,1.3121
   1.0854   ,1.3120
   1.0852   ,1.3119
   1.0850   ,1.3118
   1.0848   ,1.3117
   1.0847   ,1.3116
   1.0845   ,1.3115
   1.0843   ,1.3113
   1.0841   ,1.3112
   1.0839   ,1.3111
   1.0838   ,1.3110
   1.0836   ,1.3109
   1.0834   ,1.3108
   1.0832   ,1.3107
   1.0830   ,1.3106
   1.0829   ,1.3105
   1.0827   ,1.3104
   1.0825   ,1.3103
   1.0823   ,1.3102
   1.0822   ,1.3101
   1.0820   ,1.3100
   1.0818   ,1.3099
   1.0816   ,1.3098
   1.0815   ,1.3097
   1.0813   ,1.3096
   1.0811   ,1.3095
   1.0809   ,1.3093
   1.0808   ,1.3092
   1.0806   ,1.3091
   1.0804   ,1.3090
   1.0802   ,1.3089
   1.0801   ,1.3088
   1.0799   ,1.3087
   1.0797   ,1.3086
   1.0796   ,1.3085
   1.0794   ,1.3084
   1.0792   ,1.3083
   1.0790   ,1.3082
   1.0789   ,1.3081
   1.0787   ,1.3080
   1.0785   ,1.3079
   1.0784   ,1.3078
   1.0782   ,1.3077
   1.0780   ,1.3076
   1.0779   ,1.3075
   1.0777   ,1.3074
   1.0775   ,1.3073
   1.0774   ,1.3072
   1.0772   ,1.3071
   1.0770   ,1.3070
   1.0769   ,1.3069
   1.0767   ,1.3069
   1.0765   ,1.3068
   1.0764   ,1.3067
   1.0762   ,1.3066
   1.0760   ,1.3065
   1.0759   ,1.3064
   1.0757   ,1.3063
   1.0755   ,1.3062
   1.0754   ,1.3061
   1.0752   ,1.3060
   1.0750   ,1.3059
   1.0749   ,1.3058
   1.0747   ,1.3057
   1.0746   ,1.3056
   1.0744   ,1.3055
   1.0742   ,1.3054
   1.0741   ,1.3053
   1.0739   ,1.3052
   1.0738   ,1.3051
   1.0736   ,1.3051
   1.0734   ,1.3050
   1.0733   ,1.3049
